".rownames","X2.5.","X25.","X50.","X75.","X97.5.","tree","varnames","prior","model"
"Lh",-67.45938265,-63.9466425,-62.685677,-61.7607855,-60.755630875,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"alpha1",0.011674,0.12220175,0.274486,0.514198,1.27356,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"beta1",0.518143975,0.884515,1.1348465,1.42943325,2.12858915,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"alpha2",0.011681,0.12541075,0.28677,0.546228,1.4058433,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"beta2",0.73820495,1.18061775,1.4748525,1.81641125,2.632708175,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.0.0.",0.00457397500000001,0.063199,0.144586,0.249366,0.448771075,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.0.1.",0.018972975,0.145143,0.250769,0.373418,0.624274125,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.1.0.",0.012964975,0.105168,0.192332,0.30299625,0.548247,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.1.1.",0.095601,0.21393275,0.315943,0.451491,0.76528005,"iqtree","Rec_binary_v_bristle_binary","uniform","independent"
"Lh",-46.991657075,-43.2249585,-41.8044265,-40.66583575,-39.081337975,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q12",0.015425,0.18034075,0.4573015,1.0161175,4.20964917499999,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q13",0.021471975,0.25866575,0.704479,1.9628,12.07874465,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q21",5.4221077,33.24697275,54.9607815,76.83753825,97.598615275,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q24",1.771111525,21.4950585,44.4515195,69.59128375,96.65611685,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q31",3.18084895,15.72152725,30.640026,54.03480075,93.8891074,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q34",0.512989175,8.46153625,27.942371,57.26390425,95.03272165,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q42",0.025819975,0.28701575,0.671264,1.293846,3.473121425,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"q43",0.40792095,1.25409375,2.0266355,3.5121975,9.4216282,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.0.0.",0.039359,0.126628,0.183567,0.236732,0.331274025,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.0.1.",0.178487,0.300656,0.347563,0.40052525,0.546206025,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.1.0.",0.12165495,0.253402,0.306118,0.35355125,0.477184025,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.1.1.",0.069317,0.117998,0.152036,0.19394525,0.316707025,"iqtree","Rec_binary_v_bristle_binary","uniform","dependent"
"Lh",-67.1438203,-63.799029,-62.590393,-61.702245,-60.73622195,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"alpha1",0.011228,0.11777675,0.265082,0.496772,1.221836025,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"beta1",0.50878685,0.87073875,1.117123,1.40643225,2.092197225,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"alpha2",0.011161,0.119941,0.2747415,0.52288525,1.331009275,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"beta2",0.725647875,1.160016,1.448577,1.783854,2.5753224,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.0.0.",0.004423,0.06127275,0.14131,0.245607,0.447083025,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.0.1.",0.018714,0.144079,0.250217,0.37377925,0.625403025,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.1.0.",0.012640975,0.103979,0.191155,0.30233625,0.548854025,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.1.1.",0.096319,0.216406,0.319909,0.456612,0.77001005,"iqtree","Rec_binary_v_bristle_binary","exp","independent"
"Lh",-46.013389175,-42.60366225,-41.272943,-40.22314325,-38.860715925,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q12",0.011306975,0.13189275,0.3315585,0.7231225,2.64979515,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q13",0.015875,0.184945,0.4660185,1.0274225,3.92565805,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q21",1.05886685,8.275818,15.9201225,26.3983805,53.2387269,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q24",0.4104538,4.27664225,9.762178,18.51365075,43.927187,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q31",3.38368435,10.13642825,15.517685,22.74829025,43.215843025,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q34",0.312162375,3.35979425,7.62991,14.3533,35.44169125,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q42",0.01356,0.158593,0.390291,0.78491525,2.104536625,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"q43",0.451234975,1.07212675,1.509342,2.0908075,4.2058332,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.0.0.",0.021973,0.083322,0.133188,0.18924,0.302789025,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.0.1.",0.108960975,0.276843,0.347362,0.408021,0.557669,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.1.0.",0.110614975,0.285266,0.352446,0.413723,0.58134205,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.1.1.",0.058618,0.109751,0.151022,0.207932,0.387617,"iqtree","Rec_binary_v_bristle_binary","exp","dependent"
"Lh",-67.9435706,-66.22222925,-65.952369,-61.53853325,-60.523317925,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"No.Off.Parmeters",1,1,1,2,2,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"No.Off.Zero",0,0,0,0,1,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"alpha1",0,0.07754375,0.563192,0.79847975,1.188511075,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"beta1",0.473061,0.709307,0.8761895,1.079302,1.5326091,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"alpha2",0.000028,0.109122,0.605506,0.823986,1.219904,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"beta2",0.479594,0.712483,0.8793425,1.083012,1.539642125,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.0.0.",0,0.029618,0.5505135,0.588919,0.610903,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.0.1.",0,0.16048575,0.177916,0.18802625,0.619566424999991,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.1.0.",0.000089,0.17046275,0.178856,0.191231,0.760348025,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.1.1.",0.047689,0.05409,0.066537,0.4704455,0.969636,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"RJRates...Shape",0.183603,0.50194875,0.695213,0.85393925,0.985752,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"RJRates...Scale",0.252635975,0.510661,0.6862735,0.84379925,0.98433,"iqtree","Rec_binary_v_bristle_binary","rjhp","independent"
"Lh",-50.2847147,-47.8024505,-47.0929405,-42.20822725,-39.12555365,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"No.Off.Parmeters",1,1,1,2,2,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"No.Off.Zero",2,3,3,4,4,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q12",0,0,0,0,0,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q13",0,0,0,0,0.0129140499999998,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q21",0,0,2.2625795,3.4979355,7.6206271,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q24",0.723554675,2.17860575,2.871588,4.341746,8.007007475,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q31",1.5773349,2.38966875,3.134269,4.81199125,8.2450575,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q34",0.662091225,2.281015,2.9870585,4.54971225,8.021303325,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q42",0,0,0,0,0.620386125,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"q43",0.62034795,1.40412175,2.0591145,2.67457975,3.8588591,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.0.0.",0,0,0,0,0.0640060249999999,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.0.1.",0.001793,0.02124675,0.431524,0.448409,0.57859305,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.1.0.",0.22040295,0.441216,0.462633,0.760595,0.890784025,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.1.1.",0.044685,0.096035,0.119806,0.167213,0.261108,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"RJRates...Shape",0.262579,0.629533,0.796941,0.910815,0.991852,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"RJRates...Scale",0.48782595,0.754323,0.867872,0.942651,0.994825,"iqtree","Rec_binary_v_bristle_binary","rjhp","dependent"
"Lh",-67.0382189,-63.548918,-62.2908035,-61.36658175,-60.364102925,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"alpha1",0.011307,0.119836,0.269471,0.505427,1.248427425,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"beta1",0.51435495,0.88008475,1.128168,1.420651,2.115996075,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"alpha2",0.011378,0.12272575,0.280435,0.533621,1.368075,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"beta2",0.734436975,1.174383,1.466483,1.8061555,2.6099441,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.0.0.",0.004554,0.063209,0.144277,0.249224,0.449801,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.0.1.",0.019009,0.14548,0.251083,0.373968,0.62542205,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.1.0.",0.012895,0.104891,0.191835,0.30229,0.54819,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.1.1.",0.09478,0.213517,0.316179,0.45171125,0.765143075,"exabayes","Rec_binary_v_bristle_binary","uniform","independent"
"Lh",-46.755536475,-43.00885175,-41.589991,-40.455104,-38.86475975,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q12",0.015178,0.177564,0.45027,1.002387,4.18820502499999,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q13",0.021300975,0.255435,0.6967155,1.961154,12.13351395,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q21",5.4448199,33.25464825,54.94599,76.7876595,97.614340375,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q24",1.735393125,21.293388,44.237424,69.4552785,96.64000885,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q31",3.16192485,15.6661925,30.5711065,54.00865625,93.851244875,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q34",0.493093,8.11834,27.282945,56.780563,94.96807225,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q42",0.02575,0.2858505,0.668004,1.285178,3.451278475,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"q43",0.400700875,1.2391665,1.997929,3.470172,9.367407875,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.0.0.",0.039553,0.126478,0.1830735,0.236069,0.331960025,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.0.1.",0.17796,0.301289,0.348308,0.401286,0.547411075,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.1.0.",0.120828975,0.252745,0.306104,0.353493,0.477083075,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.1.1.",0.068804,0.117609,0.151781,0.19402825,0.317664,"exabayes","Rec_binary_v_bristle_binary","uniform","dependent"
"Lh",-66.733226525,-63.4044315,-62.196986,-61.3123725,-60.348619875,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"alpha1",0.011007,0.11600175,0.260988,0.4890635,1.201521025,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"beta1",0.506905,0.86612875,1.111344,1.398784,2.080272225,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"alpha2",0.010945975,0.11770975,0.269274,0.5113865,1.29810505,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"beta2",0.722513,1.155006,1.442284,1.774831,2.55630605,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.0.0.",0.004397,0.061578,0.1415155,0.245866,0.447520025,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.0.1.",0.018798975,0.14468,0.250844,0.374565,0.626185025,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.1.0.",0.012664,0.103628,0.1907195,0.30166,0.547277025,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.1.1.",0.095615975,0.21603675,0.319721,0.456432,0.769311149999999,"exabayes","Rec_binary_v_bristle_binary","exp","independent"
"Lh",-45.77290625,-42.36298,-41.032738,-39.9875945,-38.629273925,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q12",0.011259,0.130665,0.328759,0.71558325,2.627171075,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q13",0.015934975,0.184921,0.4654955,1.0235035,3.899455275,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q21",1.065351325,8.279093,15.896041,26.36840775,53.111403075,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q24",0.407220875,4.2369705,9.68662,18.41502725,43.739607275,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q31",3.374697625,10.10280125,15.4412245,22.62158375,43.041405075,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q34",0.30415785,3.25694325,7.4452995,14.06675925,35.133102175,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q42",0.013609975,0.15843075,0.389206,0.78089725,2.088043025,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"q43",0.4468509,1.06399275,1.4957225,2.06781,4.152800875,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.0.0.",0.022451,0.084229,0.134245,0.189866,0.303869,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.0.1.",0.109454975,0.277294,0.347549,0.407996,0.557834,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.1.0.",0.110298975,0.284172,0.351575,0.412681,0.580125,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.1.1.",0.058316975,0.109467,0.150933,0.208016,0.388463075,"exabayes","Rec_binary_v_bristle_binary","exp","dependent"
"Lh",-67.5937551,-65.879174,-65.6195,-61.0957825,-60.135733975,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"No.Off.Parmeters",1,1,1,2,2,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"No.Off.Zero",0,0,0,0,1,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"alpha1",0,0.07278875,0.545905,0.787136,1.174206275,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"beta1",0.470506975,0.70688775,0.8740145,1.077239,1.530173025,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"alpha2",0.000056,0.102231,0.5919875,0.813783,1.207364125,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"beta2",0.476869,0.71006475,0.876998,1.08086225,1.5369001,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.0.0.",0,0.027837,0.54876,0.592368,0.614829,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.0.1.",0,0.156455,0.176587,0.187186,0.599229299999999,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.1.0.",0.000186,0.168858,0.177578,0.190899,0.762726,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.1.1.",0.046599,0.053051,0.06712,0.48562225,0.970564,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"RJRates...Shape",0.183458,0.501255,0.694245,0.85333725,0.985495,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"RJRates...Scale",0.251557975,0.51025675,0.685683,0.843133,0.984075,"exabayes","Rec_binary_v_bristle_binary","rjhp","independent"
"Lh",-49.967533,-47.50216125,-46.7947835,-41.9843985,-38.8885125,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"No.Off.Parmeters",1,1,1,2,2,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"No.Off.Zero",2,3,3,4,4,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q12",0,0,0,0,0,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q13",0,0,0,0,0.013238,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q21",0,0,2.239612,3.44884975,7.542084,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q24",0.712491875,2.15574675,2.835993,4.274923,7.92993604999999,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q31",1.563764975,2.3628205,3.090682,4.745856,8.163839025,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q34",0.600186025000001,2.249946,2.94128,4.465963,7.9308992,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q42",0,0,0,0,0.614796349999999,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"q43",0.61663095,1.4019205,2.0470895,2.65267975,3.8220411,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.0.0.",0,0,0,0,0.0662060749999997,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.0.1.",0.001766,0.020258,0.432557,0.449192,0.587699125,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.1.0.",0.2096359,0.441995,0.462495,0.763915,0.891685,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.1.1.",0.043967,0.094965,0.118369,0.165964,0.259613,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"RJRates...Shape",0.262618825,0.628841,0.796435,0.910669,0.991879,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"RJRates...Scale",0.485164,0.752201,0.866583,0.942085,0.994732,"exabayes","Rec_binary_v_bristle_binary","rjhp","dependent"
"Lh",-80.888741825,-77.53967575,-76.328567,-75.447109,-74.516198775,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"alpha1",0.011443,0.1162,0.255437,0.468938,1.118557025,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"beta1",0.38620195,0.63824375,0.807579,1.00481925,1.467352025,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"alpha2",0.012198,0.12757275,0.283379,0.52274325,1.251393025,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"beta2",0.591944,0.911435,1.1187085,1.356691,1.907987,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.0.0.",0.007741,0.096105,0.203218,0.32716225,0.53502305,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.0.1.",0.022749975,0.152411,0.254964,0.382687,0.65454805,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.1.0.",0.014798,0.10776775,0.19257,0.30810225,0.578009,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"Root...P.1.1.",0.063387975,0.15378,0.241036,0.366883,0.700363199999999,"hybrid28S","Rec_binary_v_bristle_binary","uniform","independent"
"Lh",-58.785932625,-54.98726225,-53.449255,-52.11022275,-49.912668725,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"q12",0.01416495,0.16592475,0.420187,0.9298255,3.86718455,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"q13",0.026257,0.337828,1.1117715,4.829282,22.387987525,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"q21",5.475824375,33.16361275,54.700656,76.432573,97.525399125,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"q24",1.8728837,22.053515,44.914877,69.49830025,96.589616075,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
