".rownames","Mean","SD","Naive.SE","Time.series.SE","tree","varnames","prior","model"
"q42",0.6093617789525,0.630625786638282,0.00044591977012303,0.00044616905463609,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"q43",1.773098657134,1.67598432326133,0.00118509988014043,0.00118503250460582,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.0.0.",0.181373584477,0.0776467310609999,0.0000549045300702012,0.000054812220639608,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.0.1.",0.3934540139235,0.102931137731956,0.0000727833054855125,0.0000727351348792911,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.1.0.",0.298204780524,0.0991985239069746,0.0000701439489383176,0.0000703776399330272,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"Root...P.1.1.",0.1269676209295,0.0603658308367876,0.0000426850883366525,0.0000427212180254622,"hybrid28S","Rec_binary_v_bristle_binary","uniform","dependent"
"Lh",-76.6047779223455,1.63275944784349,0.00115453527761653,0.00115453506573637,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"alpha1",0.3268035545085,0.291924191405871,0.000206421575335491,0.000206421361376138,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"beta1",0.830080612419,0.275549848439547,0.000194843166386529,0.000194719177380697,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"alpha2",0.3616042316545,0.327014676642846,0.000231234295401683,0.000231234337452694,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"beta2",1.13960100478,0.333844202077859,0.000236063499149066,0.000236063636361221,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.0.0.",0.2177625643055,0.147921888016548,0.000104596570102418,0.000104381281123333,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.0.1.",0.278576189419,0.166614719684587,0.000117814398134467,0.000117819795742587,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.1.0.",0.2209820363355,0.148960961648606,0.000105331306113799,0.000105311396396534,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"Root...P.1.1.",0.28267920965,0.167517700583841,0.000118452902051611,0.000118170969868162,"hybrid28S","Rec_binary_v_bristle_binary","exp","independent"
"Lh",-52.426054077253,1.91518167738381,0.00135423795128232,0.00135423873520464,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q12",0.517374777204,0.697131296522347,0.000492946267148322,0.000492544857400192,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q13",0.860177200323,1.24908071742159,0.000883233445538162,0.0008832340338632,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q21",17.7802982775085,13.5417992393344,0.00957549807160018,0.00957548916796685,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q24",13.077188173084,11.8429270665801,0.00837421403787651,0.00836308285393782,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q31",14.635142881457,8.34376254931753,0.00589993107923278,0.00589944195667559,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q34",8.2101217480395,7.3039988017544,0.00516470708249896,0.00516469594896932,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q42",0.3293480380205,0.357871766715308,0.000253053553039605,0.000253125682559654,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"q43",1.340774812607,0.664987153907127,0.000470216925929672,0.000469612871521081,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.0.0.",0.1377677206085,0.075194715740159,0.0000531706934092613,0.0000531524474518492,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.0.1.",0.3609419590345,0.119802292305681,0.0000847130132910397,0.000084713009319033,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.1.0.",0.3746304186215,0.119606985069034,0.0000845749102195923,0.0000846777448103355,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"Root...P.1.1.",0.1266599024105,0.0722276714591516,0.0000510726762780802,0.0000510726758574072,"hybrid28S","Rec_binary_v_bristle_binary","exp","dependent"
"Lh",-78.312180522588,1.49314524740994,0.00105581312974003,0.00105808793192264,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"No.Off.Parmeters",1.1523095,0.361051771064682,0.00025530215567925,0.000255584438977845,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"No.Off.Zero",0.077403,0.267229884737667,0.000188960063633704,0.000189353572272037,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"alpha1",0.5478667108385,0.275419698926787,0.000194751136783489,0.000195340944803736,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"beta1",0.6915129674085,0.176067705167561,0.000124498668271936,0.000124430493406207,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"alpha2",0.579345047819,0.255919112524226,0.000180962139901123,0.000180899587675328,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"beta2",0.6953568049815,0.177692240581649,0.000125647388279515,0.000125647324910795,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.0.0.",0.4856258654065,0.221874364906188,0.000156888867996624,0.000157211459871441,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.0.1.",0.1748778151845,0.0973195429998011,0.0000688153087971351,0.0000689236546509581,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.1.0.",0.205481739838,0.147276742444156,0.000104140383293327,0.00010424627543513,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"Root...P.1.1.",0.13401457975,0.200566260824608,0.00014182176310631,0.000142078460307515,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"RJRates...Shape",0.659428672655,0.230160406000348,0.000162747983843495,0.000162852111430664,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"RJRates...Scale",0.644381242552,0.21772999896232,0.000153958358733997,0.000153958406695448,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","independent"
"Lh",-52.743566501969,3.4188521515798,0.00241749354025629,0.00245286450568857,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"No.Off.Parmeters",1.895731,0.343285645726004,0.00024273960797686,0.000246204920317817,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"No.Off.Zero",3.1750015,0.580307800547536,0.000410339580942613,0.000441113241448223,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q12",0.015788184039,0.113212169758329,0.0000800530929489572,0.0000840731139710299,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q13",0.0343735826475,0.173127997230415,0.000122419980854872,0.000130554237164053,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q21",2.9313644429685,2.52267152293912,0.00178379814057645,0.00186402897845992,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q24",4.113652888333,2.12556882391968,0.00150300412927232,0.00162427189385191,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q31",4.741755534375,1.76990889646361,0.00125151458277182,0.00125729567102014,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q34",4.4312268419215,1.96878298747498,0.00139213980112827,0.00141643581814831,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q42",0.0136448751665,0.0912471187178765,0.0000645214564091444,0.0000682305738333991,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"q43",1.231047884792,0.482127732352544,0.000340915788944576,0.000344757344011746,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.0.0.",0.0114359197675,0.049749263852365,0.0000351780418290461,0.0000375518440793355,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.0.1.",0.304433484779,0.207315994918721,0.000146594545855464,0.000152815314774191,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.1.0.",0.5958337254495,0.20285151294559,0.000143437680377778,0.000150067254459937,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"Root...P.1.1.",0.0882968696665,0.0581281680589284,0.0000411028218124195,0.0000421015644734839,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"RJRates...Shape",0.7828798414165,0.176932210487555,0.000125109965846075,0.000125109878568455,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"RJRates...Scale",0.860453531472,0.119422621256682,0.0000844445453176723,0.0000844980964385957,"hybrid28S","Rec_binary_v_bristle_binary","rjhp","dependent"
"Lh",-54.251387995295,1.70737500194365,0.00120729644190275,0.00120729698967191,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"alpha1",0.3721476279485,0.475161219452033,0.000335989720431402,0.000336978937761894,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"beta1",1.1408665984015,0.436145420836186,0.000308401384656728,0.00030855000963114,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"alpha2",0.3413772082395,0.304209596523607,0.000215108668603866,0.000215370484646008,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"beta2",0.8529989968865,0.342913099263061,0.000242476177846606,0.000242307385561566,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"Root...P.0.0.",0.2240853491405,0.153589411430676,0.000108604114341082,0.000108845178295109,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"Root...P.0.1.",0.221228840702,0.152620775763488,0.000107919185492314,0.000107901615569155,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"Root...P.1.0.",0.279135394533,0.170497087567774,0.00012055964679173,0.000120616316366312,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"Root...P.1.1.",0.2755504153255,0.169589721675789,0.00011991804221649,0.000119917996027361,"iqtree","Rec_binary_v_an_binary","uniform","independent"
"Lh",-33.117648494145,1.98107159040186,0.00140082915558917,0.00140152192622954,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q12",0.6331433586005,1.17577041328213,0.000831395232350305,0.000831708741761932,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q13",0.8122732526555,1.31410422522503,0.000929212008842513,0.000930049297353343,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q21",33.320817733441,24.7176457808608,0.0174780149466137,0.0175125769707335,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q24",51.0512058307535,27.8305919422354,0.0196792002867904,0.0196897581322646,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q31",53.0725441119765,26.8668162629329,0.0189977079684129,0.0189818401371443,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q34",44.1944754523275,28.6072729219178,0.0202283966743424,0.0202408138917957,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q42",2.472703016427,1.92509904872453,0.00136125059180888,0.00136372177610355,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"q43",0.7115156983575,0.748134205601061,0.000529010770018121,0.000528466491151253,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.0.0.",0.1722212149155,0.0833695774843467,0.0000589511935838388,0.0000590385236884708,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.0.1.",0.3372200603915,0.0999121991634508,0.0000706485935517369,0.0000707152488579255,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.1.0.",0.3712780526695,0.0983002643920084,0.0000695087835440196,0.0000695087898528988,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.1.1.",0.119280672891,0.0504257802740148,0.0000356564111783787,0.0000356150941641957,"iqtree","Rec_binary_v_an_binary","uniform","dependent"
"Lh",-54.161299700841,1.64487360235845,0.00116310127842241,0.00116038117017823,"iqtree","Rec_binary_v_an_binary","exp","independent"
"alpha1",0.3578451713935,0.331131498765615,0.000234145328241632,0.00023414543554652,"iqtree","Rec_binary_v_an_binary","exp","independent"
"beta1",1.122607279115,0.393624056212183,0.000278334239385789,0.000278619236517672,"iqtree","Rec_binary_v_an_binary","exp","independent"
"alpha2",0.331964399074,0.29558737297318,0.000209011835862453,0.00020901185847676,"iqtree","Rec_binary_v_an_binary","exp","independent"
"beta2",0.8413057125515,0.337542908824643,0.000238678879771337,0.000238678931363301,"iqtree","Rec_binary_v_an_binary","exp","independent"
"Root...P.0.0.",0.221702832487,0.153041576720148,0.000108216736702298,0.000108216692524123,"iqtree","Rec_binary_v_an_binary","exp","independent"
"Root...P.0.1.",0.220882202944,0.152816574778465,0.000108057636303554,0.000108173459419948,"iqtree","Rec_binary_v_an_binary","exp","independent"
"Root...P.1.0.",0.279270129524,0.170925173885773,0.00012086234953012,0.000120862397582455,"iqtree","Rec_binary_v_an_binary","exp","independent"
"Root...P.1.1.",0.2781448354665,0.170604775643886,0.000120635793760601,0.000120467577251483,"iqtree","Rec_binary_v_an_binary","exp","independent"
"Lh",-33.602532596726,1.91134482993438,0.00135152489043245,0.00135152472986022,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q12",0.5196115816555,0.704564000783365,0.000498201982733841,0.000498202210483948,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q13",0.5661878623135,0.764213913425406,0.000540380840460213,0.000539382515292586,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q21",16.372470557147,11.0539347706746,0.00781631223513781,0.00781630589764503,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q24",15.9896373506445,12.5104476910422,0.00884622239801555,0.00884874801426119,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q31",18.3825659326255,13.46040277463,0.00951794207944311,0.00952282460995489,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q34",12.3511250604435,11.3247792407827,0.00800782819659805,0.00800782508734874,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q42",1.484840901546,0.961672635141556,0.000680005241590131,0.000681340598239836,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"q43",0.4835462879075,0.48780365245298,0.000344929270537068,0.000344929254050857,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"Root...P.0.0.",0.144387440931,0.0806306667981445,0.000057014491264561,0.0000569814323366999,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"Root...P.0.1.",0.3822673339665,0.119769521815758,0.0000846898410553926,0.0000845564100449806,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"Root...P.1.0.",0.35255322557,0.117486454907478,0.0000830754689626453,0.0000830206863832584,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"Root...P.1.1.",0.120791998682,0.0673985487406718,0.0000476579708566611,0.0000475958307082942,"iqtree","Rec_binary_v_an_binary","exp","dependent"
"Lh",-55.5103980561195,1.16119603971886,0.000821089593972169,0.000820994578869743,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"No.Off.Parmeters",1.0998395,0.301127248150279,0.000212929119167107,0.000213053912936284,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"No.Off.Zero",0.0590495,0.235717382326996,0.000166677359486961,0.000166677290091453,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"alpha1",0.504664455248,0.227473600778496,0.000160848125651396,0.000160848167741551,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"beta1",0.5930270950715,0.182780247901026,0.000129245152757774,0.000129328910278439,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"alpha2",0.5231911953415,0.215565231747179,0.00015242763715648,0.00015228107356486,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"beta2",0.5911026919575,0.181847019416814,0.000128585260568191,0.000128643723155485,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"Root...P.0.0.",0.5262945268345,0.19233271852265,0.000135999769511409,0.000136281515655378,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"Root...P.0.1.",0.175068176717,0.0898005584584851,0.0000634985838403338,0.0000635451781510132,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"Root...P.1.0.",0.1963966555665,0.127960888254939,0.0000904820118117217,0.0000904820142576911,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"Root...P.1.1.",0.1022406396335,0.162166716047265,0.000114669184599774,0.000114894316154433,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"RJRates...Shape",0.6529571847675,0.232527805383978,0.000164421988001437,0.000164421811787221,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"RJRates...Scale",0.627511372585,0.224626629881111,0.000158835013224015,0.0001588350712856,"iqtree","Rec_binary_v_an_binary","rjhp","independent"
"Lh",-36.4981439981725,3.70310648434908,0.00261849170653911,0.00265934245219885,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"No.Off.Parmeters",1.782028,0.435497763536337,0.000307943421788119,0.000315509648608537,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"No.Off.Zero",3.0239115,0.741459381927808,0.000524290956935539,0.000592490866237824,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q12",0.037915099859,0.160947444723573,0.000113807029578685,0.000120538552541406,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q13",0.027201613134,0.1327204422749,0.0000938475247346595,0.0000987092690065764,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q21",4.270446011641,2.04401547784087,0.00144533720523154,0.0014684667478867,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q24",4.057097998348,2.15605585311948,0.00152456171435773,0.00155302224081537,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q31",2.9039915706325,2.52059783378453,0.00178233182091316,0.00188035388576736,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q34",3.731129000043,2.24821795602511,0.00158973016229071,0.00163832180797942,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q42",1.16238596111,0.629051296020388,0.000444806437130203,0.000463545075511143,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"q43",0.070669687838,0.195299924425552,0.000138097900926528,0.000156802969946805,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"Root...P.0.0.",0.017555999439,0.0589862941453697,0.0000417096085872553,0.000044672386837477,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"Root...P.0.1.",0.577163736335,0.210393229677529,0.000148770479420719,0.000160337476674829,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"Root...P.1.0.",0.3176998530185,0.218368851274162,0.000154410095535876,0.000164388948591631,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"Root...P.1.1.",0.0875804109395,0.0582007210173227,0.0000411541245012953,0.000042157928854547,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"RJRates...Shape",0.765984475136,0.187648815569414,0.000132687749970757,0.000132758519924685,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"RJRates...Scale",0.842714414121,0.13442397154631,0.0000950521018344232,0.0000951088924766339,"iqtree","Rec_binary_v_an_binary","rjhp","dependent"
"Lh",-53.958397480166,1.70605445316067,0.00120636267290342,0.00120564684996468,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"alpha1",0.365326824936,0.474226875900238,0.000335329039769969,0.000337516246496969,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"beta1",1.134976730294,0.434155641869862,0.000306994398456578,0.000307608149604679,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"alpha2",0.3347328770865,0.305267757080036,0.000215856901108901,0.000215856965811938,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"beta2",0.8496228964365,0.341181248015642,0.00024125157408555,0.000241280802807704,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"Root...P.0.0.",0.223923617293,0.15340915357413,0.000108476652788356,0.000108310333574533,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"Root...P.0.1.",0.2215144809545,0.152819147871494,0.000108059455755083,0.000108241637907723,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"Root...P.1.0.",0.278967837128,0.170471971712252,0.000120541887199974,0.000120541937298936,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"Root...P.1.1.",0.2755940642065,0.169449771928251,0.00011981908280098,0.00011952316963978,"exabayes","Rec_binary_v_an_binary","uniform","independent"
"Lh",-33.0003526742735,1.97845281334884,0.00139897740057657,0.00139874881662615,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q12",0.6324281623055,1.19781874080716,0.000846985754257076,0.000846985779046362,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q13",0.802391843327,1.2951869866087,0.000915835501135581,0.000915834830794194,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q21",33.3054260713985,24.7027774242042,0.0174675014307967,0.0174470368456344,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q24",50.6868294111235,27.9090514496374,0.0197346795365229,0.0197187803725345,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q31",53.1025649462085,26.8702322580496,0.0190001234417244,0.0190001308209211,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q34",44.085974311773,28.6042161536101,0.0202262352127435,0.0202466700264028,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q42",2.4500316961355,1.91166100199269,0.0013517484578389,0.00135101096411609,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"q43",0.707944282986,0.743261043182281,0.000525564923825979,0.000525565149638278,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.0.0.",0.171902710952,0.082855879905782,0.0000585879545425566,0.0000584153994056559,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.0.1.",0.337384704424,0.0998666527166847,0.0000706163873503697,0.0000706162630747969,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.1.0.",0.3715238589875,0.0981999917354009,0.0000694378800685649,0.0000694729122398842,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"Root...P.1.1.",0.1191887248495,0.0506232250433471,0.0000357960257136834,0.0000358349370064311,"exabayes","Rec_binary_v_an_binary","uniform","dependent"
"Lh",-53.8678187947155,1.64195310525246,0.00116103617511432,0.00116103541244795,"exabayes","Rec_binary_v_an_binary","exp","independent"
"alpha1",0.3512724377315,0.324756170795024,0.000229637290601338,0.000229756836435571,"exabayes","Rec_binary_v_an_binary","exp","independent"
"beta1",1.116996698451,0.391262947600248,0.000276664683475172,0.000276784292223202,"exabayes","Rec_binary_v_an_binary","exp","independent"
"alpha2",0.3249974302235,0.289446850162637,0.000204669830543087,0.000204803322919857,"exabayes","Rec_binary_v_an_binary","exp","independent"
"beta2",0.836949144369,0.335881008636961,0.000237503738878972,0.000237482022622714,"exabayes","Rec_binary_v_an_binary","exp","independent"
"Root...P.0.0.",0.221759428214,0.153063820688225,0.000108232465562966,0.000108245949206751,"exabayes","Rec_binary_v_an_binary","exp","independent"
"Root...P.0.1.",0.2211736565275,0.152847279381,0.00010807934773622,0.000107983500360399,"exabayes","Rec_binary_v_an_binary","exp","independent"
"Root...P.1.0.",0.278899903652,0.170679389775175,0.000120688553918808,0.000120849546620474,"exabayes","Rec_binary_v_an_binary","exp","independent"
"Root...P.1.1.",0.2781670119295,0.170490186358851,0.000120554766900102,0.000120554773492575,"exabayes","Rec_binary_v_an_binary","exp","independent"
"Lh",-33.459076207862,1.90715048035019,0.0013485590373988,0.00134754011412936,"exabayes","Rec_binary_v_an_binary","exp","dependent"
"q12",0.517780457435,0.704121840342994,0.000497889328088083,0.000497889505880497,"exabayes","Rec_binary_v_an_binary","exp","dependent"
"q13",0.561781787961,0.759059631196989,0.000536736212544351,0.000536661340690125,"exabayes","Rec_binary_v_an_binary","exp","dependent"
"q21",16.326862642556,11.0116751783924,0.00778643019086484,0.00779468215344552,"exabayes","Rec_binary_v_an_binary","exp","dependent"
"q24",15.7405308217855,12.4377921281938,0.00879484715683453,0.00878528076142029,"exabayes","Rec_binary_v_an_binary","exp","dependent"
